rank,hex_id,name,final_affluence_score,affluence_tier,spatial_relation,confidence_score,countable_family_tam,direct_family_tam,direct_total_units,direct_luxury_society_tam,conservative_50l_plus_family_tam,conservative_50l_plus_share_of_direct_tam,estimated_40l_plus_family_tam_linear_25_50_split,estimated_40l_plus_share_linear_25_50_split,nearby_family_tam_weighted_context,society_cluster_tam_weighted_context_not_counted,market_price_per_sqft,refined_budget_segment,premium_candidate_score,rental_yield_pct,yearly_appreciation_pct,society_score,society_cluster_score,hospital_score,market_score,sez_workplace_score,habitability_score,habitability_class,habitable_for_residential_tam,societies_direct_count,societies_nearby_count,society_cluster_project_count,hospitals_nearby_count,top_societies,top_hospitals,quality_flags
193,876016911ffffff,Manchappanahosahalli,15.9118,Low Evidence,low_evidence,0.4833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15,72.79,6300.0,Affordable,0.012359601600083741,3.0,5.0,0.14593,0.216165,0.0,0.459813,0.0,0.351818,sparse_habitable,True,0,2,6,0,"Hiranandani Upscale Villas (Elite Luxury, TAM 150) | Hiranandani Cypress (Premium Luxury, TAM 63)",,no_direct_society_tam
194,87601459cffffff,Nelagadaranahalli-Dodda Bidarakallu,15.7336,Low Evidence,low_evidence,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77,,Premium Candidate,0.19633974673535617,,,0.006923,0.024725,0.699749,0.272989,0.0,0.818225,dense_habitable,True,0,0,1,64,,"People Tree Hospitals (Ultra Premium, 10.2 min) | Prakriya Hospitals (Premium, 4.0 min) | SPARSH Hospital (Premium, 10.6 min) | Raghavendra People Tree Hospital (Mid-Premium, 4.8 min) | Aster CMI Hospital (Ultra Premium, 24.2 min)",low_residential_office_poi_evidence | no_direct_society_tam
195,87601690affffff,Bangalore North,15.7112,Low Evidence,low_evidence,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74,334.01,10050.0,Mid-Segment,0.0920188519150672,,,0.317804,0.469755,0.0,0.633791,0.0,0.059164,low_building_evidence,False,0,2,7,0,"Provident Deansgate (Super Luxury, TAM 288) | Provident Deansgate Phase 2 (Premium Luxury, TAM 141)",,low_overture_building_habitability | no_direct_society_tam
196,876016969ffffff,Soladevanahalli,15.4571,Low Evidence,low_evidence,0.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Premium,0.4028216704288939,,,0.0,0.0,0.581173,0.201368,0.327599,0.467495,sparse_habitable,True,0,0,0,34,,"People Tree Hospitals (Ultra Premium, 17.2 min) | Aveksha Hospital (Ultra Premium, 12.9 min) | Sparsh Hospital (Premium, 6.2 min) | Prakriya Hospitals (Premium, 10.4 min) | Aster CMI Hospital (Ultra Premium, 25.8 min)",no_direct_society_tam
197,87601459dffffff,Dodda Bidarakallu,15.4157,Low Evidence,low_evidence,0.3167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,7099.999999999999,Affordable,0.0034188117062034502,,,0.0,0.0,0.592563,0.375807,0.0,0.530632,habitable,True,0,0,1,47,,"People Tree Hospitals (Ultra Premium, 14.6 min) | Prakriya Hospitals (Premium, 8.5 min) | SPARSH Hospital (Premium, 15.0 min) | Motherhood Hospital (Ultra Premium, 23.3 min) | Smiles Institute of Gastroenterology (Ultra Premium, 22.0 min)",low_residential_office_poi_evidence | no_direct_society_tam
198,876189353ffffff,Kada Agrahara,15.2515,Low Evidence,low_evidence,0.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.55,281.35,6590.0,Affordable,0.0260426940376276,,14.0,0.297798,0.469591,0.272684,0.392428,0.0,0.15482,low_building_evidence,False,0,3,8,11,"Bricks Felicity (Ultra Luxury, TAM 283) | Suyug Saffron (Super Luxury, TAM 110) | RNG Palm Springs (Premium Luxury, TAM 60)","Belenus Champion Hospital (Ultra Premium, 19.4 min) | Kauvery Hospitals (Ultra Premium, 26.6 min) | Springleaf Healthcare (Ultra Premium, 23.5 min) | Sri Sai Hospitals (Super Premium, 15.8 min) | Vasundhara Agrawal, Diet and Lifestyle Consultant (Ultra Premium, 24.6 min)",low_overture_building_habitability | no_direct_society_tam
199,876014c9affffff,Bannerughatta,14.8929,Low Evidence,low_evidence,0.4333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6436.95652173913,Affordable,0.023247691211934204,,18.21014492753623,0.0,0.0,0.434623,0.378625,0.57749,0.239748,low_building_evidence,False,0,0,0,30,,"Apollo Hospital (Ultra Premium, 19.3 min) | Fortis Hospital (Ultra Premium, 19.6 min) | Aster RV Hospital (Ultra Premium, 24.9 min) | DHEE Hospitals (Ultra Premium, 23.3 min) | Cadabams Hospitals (Ultra Premium, 23.8 min)",low_overture_building_habitability | no_direct_society_tam
200,8760145a9ffffff,Kommagatta,14.2642,Low Evidence,low_evidence,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9150.0,Mid-Segment,0.005780153871571754,,27.1,0.0,0.0,0.405249,0.41524,0.0,0.344688,sparse_habitable,True,0,0,0,29,,"Motherhood Hospital (Ultra Premium, 5.4 min) | Brains Super Speciality Hospital (Ultra Premium, 12.5 min) | SS Sparsh Hospital (Ultra Premium, 16.0 min) | Pathway Hospitals (Ultra Premium, 15.6 min) | Kusuma Hospital (Ultra Premium, 21.6 min)",low_residential_office_poi_evidence | no_direct_society_tam
201,87601458effffff,Andrahalli-Nada prabhu Kempegowda Nagara,14.0706,Low Evidence,low_evidence,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,6091.14979757085,Affordable,0.09685949872314471,,15.5,0.0,0.0,0.547653,0.358503,0.0,0.63217,habitable,True,0,0,1,48,,"People Tree Hospitals (Ultra Premium, 18.0 min) | Motherhood Hospital (Ultra Premium, 20.1 min) | Prakriya Hospitals (Premium, 13.1 min) | Brains Super Speciality Hospital (Ultra Premium, 18.2 min) | Cloudnine Hospital (Super Premium, 12.2 min)",low_residential_office_poi_evidence | no_direct_society_tam
202,876014515ffffff,Talagattapura,13.8321,Low Evidence,low_evidence,0.4667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39,217.94,12500.0,Mid-Segment,0.19790773293926622,,10.6,0.155731,0.424396,0.566502,0.53933,0.0,0.130143,low_building_evidence,False,0,1,4,45,"Mantri Courtyard (Ultra Luxury, TAM 174)","DHEE Hospitals (Ultra Premium, 11.0 min) | Aster RV Hospital (Ultra Premium, 20.4 min) | Astra Superspeciality Hospital (Super Premium, 13.7 min) | Pathway Hospitals (Ultra Premium, 16.6 min) | Cloudnine Hospital - Jayanagar (Ultra Premium, 24.0 min)",low_overture_building_habitability | no_direct_society_tam
203,876189210ffffff,Kacharakanahalli,13.7844,Low Evidence,low_evidence,0.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,133.5,5145.0,Mid-Segment,0.0,,,0.138008,0.332957,0.414039,0.331061,0.0,0.145845,low_building_evidence,False,0,2,6,15,"Ranav Tranquil Haven (Elite Luxury, TAM 36) | Raffles Park (Elite Luxury, TAM 61)","Aster Women & Children Hospital (Ultra Premium, 20.0 min) | Aster Whitefield Hospital (Ultra Premium, 20.0 min) | RxDx Healthcare (Ultra Premium, 23.6 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 25.2 min) | Kauvery Hospital (Ultra Premium, 25.4 min)",low_overture_building_habitability | no_direct_society_tam
204,87601458cffffff,Byadarahalli,13.4746,Low Evidence,low_evidence,0.3833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,8888.0,Affordable,0.0007867514101679708,,,0.0,0.0,0.5431,0.377792,0.0,0.650675,habitable,True,0,0,1,50,,"Motherhood Hospital (Ultra Premium, 12.4 min) | People Tree Hospitals (Ultra Premium, 19.8 min) | Brains Super Speciality Hospital (Ultra Premium, 13.8 min) | SS Sparsh Hospital (Ultra Premium, 18.9 min) | Cloudnine Hospital (Super Premium, 10.6 min)",low_residential_office_poi_evidence | no_direct_society_tam
205,876014c92ffffff,Hulimangala,13.4324,Low Evidence,low_evidence,0.7333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,125.61,3798.0,Premium,0.39073123797305964,,,0.110828,0.290932,0.382338,0.363723,0.235941,0.170289,low_building_evidence,False,0,2,4,28,"Nandana Shelters (Premium Luxury, TAM 204) | Vasavi Green Plam (Premium Luxury, TAM 48)","Kauvery Hospitals (Ultra Premium, 13.8 min) | Cloudnine Hospital - Electronics City (Super Premium, 8.5 min) | Springleaf Healthcare (Ultra Premium, 15.0 min) | Vijayashree Hospitals (Super Premium, 7.5 min) | Apollo Hospital (Ultra Premium, 25.2 min)",low_overture_building_habitability | no_direct_society_tam
206,87601459bffffff,Bangalore West,13.2155,Low Evidence,low_evidence,0.4833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,5500.0,Mixed - Affordable leaning,0.14850597609561753,,,0.000475,0.001696,0.507609,0.342972,0.0,0.566826,habitable,True,0,0,3,23,,"People Tree Hospitals (Ultra Premium, 15.8 min) | Prakriya Hospitals (Premium, 8.6 min) | SPARSH Hospital (Premium, 16.2 min) | Aveksha Hospital (Ultra Premium, 20.0 min) | Motherhood Hospital (Mid-Premium, 10.4 min)",low_residential_office_poi_evidence | no_direct_society_tam
207,87601696affffff,Kondashettihalli,13.1537,Low Evidence,low_evidence,0.3167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.19,,Premium,0.35,,,0.096865,0.345947,0.457458,0.17,0.0,0.253149,sparse_habitable,True,0,0,1,26,,"Maarga (Ultra Premium, 15.4 min) | Aveksha Hospital (Ultra Premium, 12.8 min) | Sparsh Hospital (Premium, 7.0 min) | Mind and Brain hospital (Ultra Premium, 20.0 min) | People Tree Hospitals (Ultra Premium, 24.6 min)",low_residential_office_poi_evidence | no_direct_society_tam
208,876189349ffffff,Rajapura,12.9325,Low Evidence,low_evidence,0.6167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.39,5237.0,Mid-Segment,0.0,,,0.0244,0.087143,0.196216,0.248667,0.987688,0.097828,low_building_evidence,False,0,0,3,13,,"Vijayashree Hospitals (Super Premium, 8.9 min) | Kauvery Hospitals (Ultra Premium, 26.1 min) | Mazumdar Shaw Medical Center (Premium, 14.0 min) | Cloudnine Hospital - Electronics City (Super Premium, 18.7 min) | Springleaf Healthcare (Ultra Premium, 25.7 min)",low_overture_building_habitability | no_direct_society_tam
209,876014524ffffff,Vaddarahalli,12.3347,Low Evidence,low_evidence,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.02,6805.0,Premium,0.5501709664853989,,1.4,0.106464,0.38023,0.0,0.434191,0.275202,0.1271,low_building_evidence,False,0,0,1,0,,,low_overture_building_habitability | no_direct_society_tam
210,876189344ffffff,Attibele,12.2121,Low Evidence,low_evidence,0.4667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.34,,Affordable,0.0,,,0.05537,0.197748,0.0,0.04,0.410345,0.292364,sparse_habitable,True,0,0,2,2,,"Sri Sai Hospitals (Super Premium, 8.1 min) | Mazumdar Shaw Medical Center (Premium, 17.7 min)",no_direct_society_tam
211,87618935cffffff,Mutthanelleuru-amanikere,12.124,Low Evidence,low_evidence,0.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.04,218.68,4583.0,Affordable,0.0,,,0.227183,0.409944,0.276085,0.206987,0.0,0.182891,low_building_evidence,False,0,2,9,16,"Grand Lapalazzo (Ultra Luxury, TAM 160) | Mahidhara Harmony (Ultra Luxury, TAM 146)","Sri Sai Hospitals (Super Premium, 8.1 min) | Belenus Champion Hospital (Ultra Premium, 21.6 min) | Springleaf Healthcare (Ultra Premium, 21.5 min) | Kauvery Hospitals (Ultra Premium, 29.9 min) | Mazumdar Shaw Medical Center (Premium, 17.8 min)",low_overture_building_habitability | no_direct_society_tam
212,87601695effffff,Arakere,11.8847,Low Evidence,low_evidence,0.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.37,86.83,7936.0,Mid-Segment,0.1030128992819574,5.0,24.0,0.202507,0.265107,0.0,0.560796,0.0,0.086492,low_building_evidence,False,0,3,5,0,"Citrus Earth Villa (Ultra Luxury, TAM 133) | Surya Valencia (Ultra Luxury, TAM 44) | BCIL ZED Habitats EARTH (Elite Luxury, TAM 139)",,low_overture_building_habitability | no_direct_society_tam
213,876189341ffffff,Marasuru Agrahara,11.6965,Low Evidence,low_evidence,0.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.44,6320.0,Affordable,4.408335094387152e-05,,,0.173618,0.620063,0.211376,0.306012,0.0,0.164889,low_building_evidence,False,0,0,9,11,,"Sri Sai Hospitals (Super Premium, 4.9 min) | Kauvery Hospitals (Ultra Premium, 22.7 min) | Mazumdar Shaw Medical Center (Premium, 10.6 min) | Springleaf Healthcare (Ultra Premium, 22.3 min) | Cloudnine Hospital - Electronics City (Super Premium, 25.0 min)",low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
214,876016968ffffff,Kalathammanahalli,11.6771,Low Evidence,low_evidence,0.4667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.27,589.39,,Affordable,0.0,,,0.331371,0.444956,0.565675,0.046502,0.0,0.204225,low_building_evidence,False,0,1,4,42,"Enrich Garden city (Premium Luxury, TAM 2,000)","Sparsh Hospital (Premium, 0.8 min) | Aveksha Hospital (Ultra Premium, 9.0 min) | People Tree Hospitals (Ultra Premium, 18.1 min) | Maarga (Ultra Premium, 15.5 min) | Mind and Brain hospital (Ultra Premium, 16.2 min)",low_overture_building_habitability | no_direct_society_tam
215,87601451affffff,Kommagatta,11.557,Low Evidence,low_evidence,0.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.42,4191.0,Mid-Segment,0.0,,,0.002737,0.009775,0.296476,0.265749,0.0,0.287709,sparse_habitable,True,0,0,2,20,,"Motherhood Hospital (Ultra Premium, 9.8 min) | Pathway Hospitals (Ultra Premium, 19.2 min) | SS Sparsh Hospital (Ultra Premium, 21.2 min) | Brains Super Speciality Hospital (Ultra Premium, 21.4 min) | DHEE Hospitals (Ultra Premium, 30.2 min)",low_residential_office_poi_evidence | no_direct_society_tam
216,87601690bffffff,Hegganahalli,10.8971,Low Evidence,low_evidence,0.5033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.65,289.15,,Premium,0.3387096774193548,,,0.340477,0.447998,0.0,0.28185,0.0,0.124812,low_building_evidence,False,0,4,4,0,"Embassy Greenshore (Super Luxury, TAM 800) | Konig North County (Ultra Luxury, TAM 98) | White Lotus Amanvana (Elite Luxury, TAM 95) | Shriam Rainforest (Premium Luxury, TAM 297)",,low_overture_building_habitability | no_direct_society_tam
217,876014588ffffff,Bangalore West-Nada prabhu Kempegowda Nagara,10.3583,Low Evidence,low_evidence,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Premium,0.24326824560591734,,,0.0,0.0,0.427835,0.250732,0.0,0.609447,habitable,True,0,0,0,31,,"Motherhood Hospital (Ultra Premium, 19.9 min) | Brains Super Speciality Hospital (Ultra Premium, 20.3 min) | People Tree Hospitals (Ultra Premium, 30.7 min) | Cloudnine Hospital (Super Premium, 14.9 min) | SS Sparsh Hospital (Ultra Premium, 25.3 min)",low_residential_office_poi_evidence | no_direct_society_tam
218,87601451cffffff,Kengeri Gollarahalli,10.0409,Low Evidence,low_evidence,0.3167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23,2083.0,Mid-Segment,0.0,,23.8,0.0,0.0,0.35635,0.193562,0.0,0.367925,sparse_habitable,True,0,0,1,20,,"Motherhood Hospital (Ultra Premium, 16.1 min) | Pathway Hospitals (Ultra Premium, 15.6 min) | SS Sparsh Hospital (Ultra Premium, 19.4 min) | DHEE Hospitals (Ultra Premium, 22.4 min) | Gleneagles Hospitals (Mid-Premium, 12.1 min)",low_residential_office_poi_evidence | no_direct_society_tam
219,8760145abffffff,Manganahalli,9.4875,Low Evidence,low_evidence,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mid-Segment,0.0,,,0.0,0.0,0.464877,0.139072,0.0,0.4818,sparse_habitable,True,0,0,0,41,,"Motherhood Hospital (Ultra Premium, 8.1 min) | Brains Super Speciality Hospital (Ultra Premium, 9.5 min) | SS Sparsh Hospital (Ultra Premium, 14.5 min) | People Tree Hospitals (Ultra Premium, 25.2 min) | Cloudnine Hospital (Super Premium, 11.8 min)",low_residential_office_poi_evidence | no_direct_society_tam
220,8760144b6ffffff,Kodagithirumalapaura,9.1219,Low Evidence,low_evidence,0.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Affordable,0.0,,,0.0,0.0,0.391635,0.079793,0.198891,0.318597,sparse_habitable,True,0,0,0,10,,"People Tree Hospitals (Ultra Premium, 22.1 min) | Aveksha Hospital (Ultra Premium, 17.8 min) | Prakriya Hospitals (Premium, 15.3 min) | Sparsh Hospital (Premium, 12.6 min) | Smiles Institute of Gastroenterology (Ultra Premium, 24.1 min)",no_direct_society_tam
221,876016924ffffff,Konadasanapura,9.0255,Low Evidence,low_evidence,0.3583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12067.39179404666,Mid-Segment,0.35025124697574905,3.0,21.70337892196299,0.0,0.0,0.0,0.83171,0.220776,0.231434,low_building_evidence,False,0,0,0,1,,"Ovum Clinic And Day Care Centre (Mid-Premium, 14.6 min)",low_overture_building_habitability | no_direct_society_tam
222,876016910ffffff,Rajamahal,8.9088,Low Evidence,low_evidence,0.1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,90.06,4258.0,Mid-Segment,0.0,,,0.233937,0.260849,0.0,0.21663,0.0,0.0,inhabitable,False,0,1,1,0,"RAK Felicity (Super Luxury, TAM 296)",,low_overture_building_habitability | no_direct_society_tam
223,876016905ffffff,Chikkanahalli,8.4761,Low Evidence,low_evidence,0.5167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,152.36,3500.0,Affordable,0.0,,0.0,0.099748,0.356242,0.0,0.270251,0.550284,0.18544,low_building_evidence,False,0,1,4,0,"Sri Krishna Avenue (Premium Luxury, TAM 87)",,low_overture_building_habitability | no_direct_society_tam
224,87601694dffffff,Kodagithirumalapaura-Hesaraghatta,8.1836,Low Evidence,low_evidence,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,Affordable,0.0,,105.0,0.0,0.0,0.307947,0.256833,0.0,0.349011,sparse_habitable,True,0,0,0,6,,"Sparsh Hospital (Premium, 10.6 min) | Maarga (Ultra Premium, 26.0 min) | Aveksha Hospital (Ultra Premium, 23.4 min) | Prakriya Hospitals (Premium, 20.0 min) | Motherhood Hospital (Mid-Premium, 17.6 min)",low_residential_office_poi_evidence | no_direct_society_tam
225,87618936bffffff,Avuda Denahalli,8.123,Low Evidence,low_evidence,0.5867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.36,429.3,4250.0,Affordable,0.0,4.0,25.0,0.296014,0.40041,0.008681,0.288597,0.0,0.247162,low_building_evidence,False,0,4,5,5,"Shabu Christ Nagar (Premium Luxury, TAM 1,076) | Upkar Heritage (Premium Luxury, TAM 100) | Aratt Atlantis Breeze (Premium Luxury, TAM 514) | GKS Vista Splendor (Premium Luxury, TAM 89)","Mazumdar Shaw Medical Center (Premium, 15.3 min) | Vijayashree Hospitals (Super Premium, 17.3 min) | Sri Sai Hospitals (Super Premium, 21.3 min) | First Eat Right Clinic (Mid-Premium, 23.8 min) | KIMS Hospitals (Mid-Premium, 22.3 min)",low_overture_building_habitability | no_direct_society_tam
226,876189294ffffff,Kundalahalli,8.1138,Low Evidence,low_evidence,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13700.0,Ultra Premium,0.7858446088730853,,6.6,0.0,0.0,0.0,0.876382,0.0,0.0,inhabitable,False,0,0,0,0,,,low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
227,876189289ffffff,Manduru,7.7397,Low Evidence,low_evidence,0.6167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.68,102.13,2582.9999999999995,Mid-Segment,0.0,,,0.202809,0.292431,0.282754,0.186513,0.102155,0.14663,low_building_evidence,False,0,3,5,19,"Prestige Glenwood (Elite Luxury, TAM 116) | Radiance Blossom (Elite Luxury, TAM 65) | Manani Gold City (Premium Luxury, TAM 39)","Cloudnine Hospital - HRBR (Ultra Premium, 25.4 min) | Aster Women & Children Hospital (Ultra Premium, 30.3 min) | Aster Whitefield Hospital (Ultra Premium, 30.3 min) | Kinder Women's Hospital and Fertility Centre (Ultra Premium, 29.4 min) | IIGU Hospital-Indus Institute of Gastro Uro (Ultra Premium, 26.0 min)",low_overture_building_habitability | no_direct_society_tam
228,876016950ffffff,Maragondanahalli,7.5839,Low Evidence,low_evidence,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,51.39,6503.588473205258,Affordable,0.013150279200899445,3.276036400404449,,0.046818,0.167209,0.015608,0.396462,0.0,0.071037,low_building_evidence,False,0,1,4,5,"Vajram Orchid (Super Luxury, TAM 64)","Maarga (Ultra Premium, 25.6 min) | Manipal Hospital (Super Premium, 30.8 min) | K K Hospital (Super Premium, 26.2 min) | Ashwini Hospital (Ultra Premium, 27.5 min) | Navachethana Hospital (Mid-Premium, 24.1 min)",low_overture_building_habitability | no_direct_society_tam
229,8760168c4ffffff,Sampigehalli,7.1808,Low Evidence,low_evidence,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10842.999999999998,Mid-Segment,0.28605959980050516,2.0,13.400000000000002,0.0,0.0,0.0,0.735812,0.0,0.0,inhabitable,False,0,0,0,0,,,low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
230,876014511ffffff,Hemmigepura,7.0513,Low Evidence,low_evidence,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.98,3964.0,Mixed - Mid-Segment leaning,0.0,,,0.029555,0.105555,0.505241,0.237498,0.0,0.206273,low_building_evidence,False,0,0,4,39,,"Motherhood Hospital (Ultra Premium, 15.0 min) | Pathway Hospitals (Ultra Premium, 13.1 min) | DHEE Hospitals (Ultra Premium, 17.3 min) | SS Sparsh Hospital (Ultra Premium, 17.3 min) | Aster RV Hospital (Ultra Premium, 26.8 min)",low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
231,8760168e6ffffff,Nyayanga Badavane,7.0031,Low Evidence,low_evidence,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23650.0,Premium,0.8159509202453988,,26.1,0.0,0.0,0.0,0.790169,0.0,0.0,inhabitable,False,0,0,0,0,,,low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
232,8760144adffffff,Manchenahalli,6.9372,Low Evidence,low_evidence,0.3167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mid-Segment,0.0,,,0.0,0.0,0.0,0.147279,0.716284,0.022766,inhabitable,False,0,0,0,0,,,low_overture_building_habitability | no_direct_society_tam
233,876016b90ffffff,Jakkur,6.8561,Low Evidence,low_evidence,0.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22222.0,Mid-Segment,0.45,4.0,6.3,0.0,0.0,0.0,0.814746,0.0,0.0,inhabitable,False,0,0,0,0,,,contains_out_of_bounds_localities | low_overture_building_habitability | low_residential_office_poi_evidence | missing_stage1_h3_res_8_rollup | no_direct_society_tam
234,8761892b0ffffff,K.R Pura,6.7595,Low Evidence,low_evidence,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9754.0,Mid-Segment,0.17294685564520293,3.0,19.8,0.0,0.0,0.0,0.696193,0.0,0.0,inhabitable,False,0,0,0,0,,,low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
235,8760168c6ffffff,Bommenehalli,6.697,Low Evidence,low_evidence,0.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,Mid-Segment,0.22089237324215144,,,0.0,0.0,0.0,0.665992,0.0,0.0,inhabitable,False,0,0,0,0,,,contains_out_of_bounds_localities | low_overture_building_habitability | low_residential_office_poi_evidence | missing_stage1_h3_res_8_rollup | no_direct_society_tam
236,876014484ffffff,Arasinakunte,6.6903,Low Evidence,low_evidence,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999.9999999999995,Affordable,0.0,,,0.0,0.0,0.235623,0.250666,0.0,0.380679,sparse_habitable,True,0,0,0,2,,"Prakriya Hospitals (Premium, 22.0 min) | Raghavendra People Tree Hospital (Mid-Premium, 23.8 min)",low_residential_office_poi_evidence | no_direct_society_tam
237,8760144a9ffffff,Bhattarahalli,6.6829,Low Evidence,low_evidence,0.3167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363.0,Mid-Segment,0.0,,,0.0,0.0,0.0,0.238879,0.520501,0.0,inhabitable,False,0,0,0,0,,,low_overture_building_habitability | no_direct_society_tam
238,8760144b4ffffff,D.V Gundappa Ward,6.6211,Low Evidence,low_evidence,0.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mid-Segment,0.0,,,0.0,0.0,0.41805,0.174638,0.216129,0.248165,low_building_evidence,False,0,0,0,12,,"People Tree Hospitals (Ultra Premium, 20.9 min) | Prakriya Hospitals (Premium, 12.8 min) | Aveksha Hospital (Ultra Premium, 18.4 min) | Motherhood Hospital (Mid-Premium, 10.3 min) | Sparsh Hospital (Premium, 13.2 min)",low_overture_building_habitability | no_direct_society_tam
239,87618966affffff,Mahadevakodagehalli,6.5032,Low Evidence,low_evidence,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9920.158102766798,Mid-Segment,0.2024260196717163,,0.5,0.0,0.0,0.0,0.691686,0.0,0.093672,low_building_evidence,False,0,0,0,0,,,low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
240,876189230ffffff,Subramanyapura,6.4038,Low Evidence,low_evidence,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,Premium,0.6699035993538534,,,0.0,0.0,0.08953,0.704611,0.0,0.146228,low_building_evidence,False,0,0,0,2,,"RxDx Healthcare (Ultra Premium, 31.5 min) | Cloudnine Hospital (Super Premium, 29.8 min)",low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
241,8761892a2ffffff,Kasavanahalli,6.3357,Low Evidence,low_evidence,0.2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43,7782.0,Premium,0.6306159541271753,3.0,6.3,0.013176,0.047057,0.0,0.615895,0.0,0.040056,inhabitable,False,0,0,1,1,,"Ovum Clinic And Day Care Centre (Mid-Premium, 23.9 min)",low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
242,87601681dffffff,Mallathahalli,6.2519,Low Evidence,low_evidence,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14150.0,Premium,0.6555021633758604,,19.9,0.0,0.0,0.0,0.688869,0.0,0.0,inhabitable,False,0,0,0,0,,,low_overture_building_habitability | low_residential_office_poi_evidence | no_direct_society_tam
